기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
거제시,9.8749888E7,6.3
거창군,1.3119302E7,0.8
고성군,2.0155477E7,1.3
김해시,2.23178267E8,14.2
남해군,2.6747562E7,1.7
밀양시,2.9869672E7,1.9
사천시,6.0596079E7,3.9
산청군,1.1902501E7,0.8
양산시,1.6620812E8,10.6
의령군,6473794.0,0.4
진주시,1.30489858E8,8.3
창녕군,2.5689073E7,1.6
창원시 마산합포구,1.23161177E8,7.8
창원시 마산회원구,9.044959E7,5.8
창원시 성산구,2.13136053E8,13.6
창원시 의창구,1.13469411E8,7.2
창원시 진해구,7.9098027E7,5.0
통영시,7.6354061E7,4.9
하동군,1.2090882E7,0.8
함안군,2.2574002E7,1.4
함양군,1.1651237E7,0.7
합천군,1.470985E7,0.9
