대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.082524667E9,45.4,2746000.0,0.3
쇼핑업,대형쇼핑몰,1.082524667E9,45.4,9.83709053E8,90.9
쇼핑업,레저용품쇼핑,1.082524667E9,45.4,9.4678872E7,8.7
쇼핑업,면세점,1.082524667E9,45.4,1390743.0,0.1
숙박업,기타숙박,9.6693937E7,4.1,4.4768218E7,46.3
숙박업,캠핑장/펜션,9.6693937E7,4.1,152224.0,0.2
숙박업,콘도,9.6693937E7,4.1,5593791.0,5.8
숙박업,호텔,9.6693937E7,4.1,4.6179704E7,47.8
식음료업,식음료,1.088788829E9,45.7,1.088788829E9,100.0
여가서비스업,골프장,8.6472434E7,3.6,5.7326397E7,66.3
여가서비스업,관광유원시설,8.6472434E7,3.6,5102037.0,5.9
여가서비스업,기타레저,8.6472434E7,3.6,1.4639512E7,16.9
여가서비스업,문화서비스,8.6472434E7,3.6,9404488.0,10.9
여행업,여행업,951684.0,0.0,951684.0,100.0
운송업,렌터카,2.6372686E7,1.1,1520997.0,5.8
운송업,수상운송,2.6372686E7,1.1,2118682.0,8.0
운송업,육상운송,2.6372686E7,1.1,82948.0,0.3
운송업,항공운송,2.6372686E7,1.1,2.2650059E7,85.9
