기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강서구,1.11512317E8,4.7
금정구,1.01194233E8,4.2
기장군,3.06393754E8,12.9
남구,8.7357025E7,3.7
동구,6.822742E7,2.9
동래구,1.41237411E8,5.9
부산진구,3.2074894E8,13.5
북구,1.82070383E8,7.6
사상구,9.4642665E7,4.0
사하구,6.6924366E7,2.8
서구,3.8408387E7,1.6
수영구,1.22934957E8,5.2
연제구,1.23329588E8,5.2
영도구,2.7566311E7,1.2
중구,1.37431933E8,5.8
해운대구,4.51824548E8,19.0
