대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.50363755E8,29.3,689136.0,0.5
쇼핑업,대형쇼핑몰,1.50363755E8,29.3,1.13034466E8,75.2
쇼핑업,레저용품쇼핑,1.50363755E8,29.3,3.663898E7,24.4
쇼핑업,면세점,1.50363755E8,29.3,1172.0,0.0
숙박업,기타숙박,1.7016534E7,3.3,1.2408006E7,72.9
숙박업,캠핑장/펜션,1.7016534E7,3.3,74949.0,0.4
숙박업,콘도,1.7016534E7,3.3,10396.0,0.1
숙박업,호텔,1.7016534E7,3.3,4523182.0,26.6
식음료업,식음료,3.04782489E8,59.5,3.04782489E8,100.0
여가서비스업,골프장,3.9582894E7,7.7,3.1312956E7,79.1
여가서비스업,관광유원시설,3.9582894E7,7.7,413229.0,1.0
여가서비스업,기타레저,3.9582894E7,7.7,4612615.0,11.7
여가서비스업,문화서비스,3.9582894E7,7.7,3244094.0,8.2
여행업,여행업,65944.0,0.0,65944.0,100.0
운송업,렌터카,511599.0,0.1,346595.0,67.7
운송업,수상운송,511599.0,0.1,9545.0,1.9
운송업,육상운송,511599.0,0.1,50963.0,10.0
운송업,항공운송,511599.0,0.1,104496.0,20.4
