대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.54493678E8,28.9,585244.0,0.4
쇼핑업,대형쇼핑몰,1.54493678E8,28.9,1.17904002E8,76.3
쇼핑업,레저용품쇼핑,1.54493678E8,28.9,3.5969502E7,23.3
쇼핑업,면세점,1.54493678E8,28.9,34930.0,0.0
숙박업,기타숙박,1.764814E7,3.3,1.3035901E7,73.9
숙박업,캠핑장/펜션,1.764814E7,3.3,77404.0,0.4
숙박업,콘도,1.764814E7,3.3,3989.0,0.0
숙박업,호텔,1.764814E7,3.3,4530847.0,25.7
식음료업,식음료,3.29519999E8,61.6,3.29519999E8,100.0
여가서비스업,골프장,3.2312426E7,6.0,2.0865909E7,64.6
여가서비스업,관광유원시설,3.2312426E7,6.0,243084.0,0.8
여가서비스업,기타레저,3.2312426E7,6.0,7413849.0,22.9
여가서비스업,문화서비스,3.2312426E7,6.0,3789584.0,11.7
여행업,여행업,217794.0,0.0,217794.0,100.0
운송업,렌터카,433935.0,0.1,256609.0,59.1
운송업,수상운송,433935.0,0.1,4666.0,1.1
운송업,육상운송,433935.0,0.1,101152.0,23.3
운송업,항공운송,433935.0,0.1,71507.0,16.5
