대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.91101753E8,15.7,3724972.0,1.9
쇼핑업,대형쇼핑몰,1.91101753E8,15.7,9.0298317E7,47.3
쇼핑업,레저용품쇼핑,1.91101753E8,15.7,9.6967113E7,50.7
쇼핑업,면세점,1.91101753E8,15.7,111350.0,0.1
숙박업,기타숙박,1.82544435E8,15.0,6.3631796E7,34.9
숙박업,캠핑장/펜션,1.82544435E8,15.0,979620.0,0.5
숙박업,콘도,1.82544435E8,15.0,8.1222765E7,44.5
숙박업,호텔,1.82544435E8,15.0,3.6710254E7,20.1
식음료업,식음료,6.73832322E8,55.4,6.73832322E8,100.0
여가서비스업,골프장,1.6474391E8,13.5,1.18837986E8,72.1
여가서비스업,관광유원시설,1.6474391E8,13.5,4680314.0,2.8
여가서비스업,기타레저,1.6474391E8,13.5,1.4167151E7,8.6
여가서비스업,문화서비스,1.6474391E8,13.5,2.0845195E7,12.7
여가서비스업,스키장,1.6474391E8,13.5,6213263.0,3.8
여행업,여행업,3512082.0,0.3,3512082.0,100.0
운송업,렌터카,1459903.0,0.1,665573.0,45.6
운송업,수상운송,1459903.0,0.1,348257.0,23.9
운송업,육상운송,1459903.0,0.1,383866.0,26.3
운송업,항공운송,1459903.0,0.1,62208.0,4.3
