기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강릉시,1.85061446E8,16.5
고성군,4.6173934E7,4.1
동해시,3.7706679E7,3.4
삼척시,5.0710634E7,4.5
속초시,1.45938581E8,13.0
양구군,5266872.0,0.5
양양군,4.9398917E7,4.4
영월군,1.3892624E7,1.2
원주시,1.40185252E8,12.5
인제군,1.9203453E7,1.7
정선군,2.4085426E7,2.2
철원군,1.5732439E7,1.4
춘천시,1.6213086E8,14.5
태백시,2.0454619E7,1.8
평창군,7.2085664E7,6.4
홍천군,8.4494542E7,7.5
화천군,7180973.0,0.6
횡성군,3.9465076E7,3.5
