대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.61859838E8,14.5,3272171.0,2.0
쇼핑업,대형쇼핑몰,1.61859838E8,14.5,8.0434747E7,49.7
쇼핑업,레저용품쇼핑,1.61859838E8,14.5,7.80873E7,48.2
쇼핑업,면세점,1.61859838E8,14.5,65620.0,0.0
숙박업,기타숙박,1.63224079E8,14.6,5.4753396E7,33.5
숙박업,캠핑장/펜션,1.63224079E8,14.6,1687900.0,1.0
숙박업,콘도,1.63224079E8,14.6,7.4402105E7,45.6
숙박업,호텔,1.63224079E8,14.6,3.2380677E7,19.8
식음료업,식음료,6.04777745E8,54.0,6.04777745E8,100.0
여가서비스업,골프장,1.86602055E8,16.7,1.64627164E8,88.2
여가서비스업,관광유원시설,1.86602055E8,16.7,5383754.0,2.9
여가서비스업,기타레저,1.86602055E8,16.7,5063581.0,2.7
여가서비스업,문화서비스,1.86602055E8,16.7,8709589.0,4.7
여가서비스업,스키장,1.86602055E8,16.7,2817967.0,1.5
여행업,여행업,1794171.0,0.2,1794171.0,100.0
운송업,렌터카,910103.0,0.1,390310.0,42.9
운송업,수상운송,910103.0,0.1,195221.0,21.5
운송업,육상운송,910103.0,0.1,305382.0,33.6
운송업,항공운송,910103.0,0.1,19190.0,2.1
