대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.7889293E7,20.3,35664.0,0.2
쇼핑업,대형쇼핑몰,1.7889293E7,20.3,1.2989119E7,72.6
쇼핑업,레저용품쇼핑,1.7889293E7,20.3,4864510.0,27.2
숙박업,기타숙박,1224811.0,1.4,1223426.0,99.9
숙박업,캠핑장/펜션,1224811.0,1.4,1385.0,0.1
식음료업,식음료,5.8848059E7,66.8,5.8848059E7,100.0
여가서비스업,골프장,1.0033947E7,11.4,8560231.0,85.3
여가서비스업,관광유원시설,1.0033947E7,11.4,41490.0,0.4
여가서비스업,기타레저,1.0033947E7,11.4,656603.0,6.5
여가서비스업,문화서비스,1.0033947E7,11.4,775622.0,7.7
여행업,여행업,16924.0,0.0,16924.0,100.0
운송업,렌터카,33463.0,0.0,5393.0,16.1
운송업,육상운송,33463.0,0.0,28070.0,83.9
