기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강릉시,1.81949E8,17.0
고성군,4.3717108E7,4.1
동해시,3.7116956E7,3.5
삼척시,4.9344802E7,4.6
속초시,1.44942846E8,13.6
양구군,5299440.0,0.5
양양군,4.8891456E7,4.6
영월군,1.2641034E7,1.2
원주시,1.30293532E8,12.2
인제군,1.7737379E7,1.7
정선군,2.0855227E7,2.0
철원군,1.4325745E7,1.3
춘천시,1.54777614E8,14.5
태백시,1.9971748E7,1.9
평창군,6.6460616E7,6.2
홍천군,7.7329251E7,7.2
화천군,7012580.0,0.7
횡성군,3.6585943E7,3.4
