대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.02244704E8,26.2,1563146.0,0.5
쇼핑업,대형쇼핑몰,3.02244704E8,26.2,2.06218638E8,68.2
쇼핑업,레저용품쇼핑,3.02244704E8,26.2,9.4462919E7,31.3
숙박업,기타숙박,5.3700687E7,4.6,3.6051682E7,67.1
숙박업,캠핑장/펜션,5.3700687E7,4.6,554389.0,1.0
숙박업,콘도,5.3700687E7,4.6,1.0676375E7,19.9
숙박업,호텔,5.3700687E7,4.6,6418241.0,12.0
식음료업,식음료,7.13861463E8,61.8,7.13861463E8,100.0
여가서비스업,골프장,8.36983E7,7.2,5.3499789E7,63.9
여가서비스업,관광유원시설,8.36983E7,7.2,1654832.0,2.0
여가서비스업,기타레저,8.36983E7,7.2,1.9533647E7,23.3
여가서비스업,문화서비스,8.36983E7,7.2,9010033.0,10.8
여행업,여행업,826643.0,0.1,826643.0,100.0
운송업,렌터카,1078315.0,0.1,208841.0,19.4
운송업,수상운송,1078315.0,0.1,565934.0,52.5
운송업,육상운송,1078315.0,0.1,54503.0,5.1
운송업,항공운송,1078315.0,0.1,249036.0,23.1
