대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.424763755E9,43.1,3092525.0,0.2
쇼핑업,대형쇼핑몰,1.424763755E9,43.1,1.205982877E9,84.6
쇼핑업,레저용품쇼핑,1.424763755E9,43.1,1.57350533E8,11.0
쇼핑업,면세점,1.424763755E9,43.1,5.833782E7,4.1
숙박업,기타숙박,1.24962051E8,3.8,6.0816869E7,48.7
숙박업,캠핑장/펜션,1.24962051E8,3.8,37067.0,0.0
숙박업,콘도,1.24962051E8,3.8,8630099.0,6.9
숙박업,호텔,1.24962051E8,3.8,5.5478016E7,44.4
식음료업,식음료,1.558816789E9,47.2,1.558816789E9,100.0
여가서비스업,골프장,1.25809888E8,3.8,4.3832979E7,34.8
여가서비스업,관광유원시설,1.25809888E8,3.8,5365555.0,4.3
여가서비스업,기타레저,1.25809888E8,3.8,4.7964712E7,38.1
여가서비스업,문화서비스,1.25809888E8,3.8,2.8646641E7,22.8
여행업,여행업,4129593.0,0.1,4129593.0,100.0
운송업,렌터카,6.7235571E7,2.0,2218361.0,3.3
운송업,수상운송,6.7235571E7,2.0,5920692.0,8.8
운송업,육상운송,6.7235571E7,2.0,384779.0,0.6
운송업,항공운송,6.7235571E7,2.0,5.871174E7,87.3
