기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강서구,1.66291212E8,5.0
금정구,1.76473327E8,5.3
기장군,3.19115482E8,9.7
남구,1.24487714E8,3.8
동구,9.9303549E7,3.0
동래구,2.08487236E8,6.3
부산진구,4.8567991E8,14.7
북구,3.6957103E8,11.2
사상구,1.42956999E8,4.3
사하구,1.04394574E8,3.2
서구,5.1694552E7,1.6
수영구,1.50226729E8,4.5
연제구,1.63901985E8,5.0
영도구,3.4161845E7,1.0
중구,2.20027077E8,6.7
해운대구,4.88944426E8,14.8
