대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,4.98878174E8,36.9,1335546.0,0.3
쇼핑업,대형쇼핑몰,4.98878174E8,36.9,3.8072E8,76.3
쇼핑업,레저용품쇼핑,4.98878174E8,36.9,1.008057E8,20.2
쇼핑업,면세점,4.98878174E8,36.9,1.6016928E7,3.2
숙박업,기타숙박,5.0314992E7,3.7,2.9311826E7,58.3
숙박업,캠핑장/펜션,5.0314992E7,3.7,469355.0,0.9
숙박업,콘도,5.0314992E7,3.7,400701.0,0.8
숙박업,호텔,5.0314992E7,3.7,2.013311E7,40.0
식음료업,식음료,7.10105908E8,52.5,7.10105908E8,100.0
여가서비스업,골프장,8.0909415E7,6.0,6.0893821E7,75.3
여가서비스업,관광유원시설,8.0909415E7,6.0,2620623.0,3.2
여가서비스업,기타레저,8.0909415E7,6.0,9526346.0,11.8
여가서비스업,문화서비스,8.0909415E7,6.0,7868624.0,9.7
여행업,여행업,267979.0,0.0,267979.0,100.0
운송업,렌터카,1.3256416E7,1.0,667537.0,5.0
운송업,수상운송,1.3256416E7,1.0,4954859.0,37.4
운송업,육상운송,1.3256416E7,1.0,71149.0,0.5
운송업,항공운송,1.3256416E7,1.0,7562871.0,57.1
