대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.758729444E9,39.4,5596743.0,0.3
쇼핑업,대형쇼핑몰,1.758729444E9,39.4,1.503734853E9,85.5
쇼핑업,레저용품쇼핑,1.758729444E9,39.4,2.49396286E8,14.2
쇼핑업,면세점,1.758729444E9,39.4,1562.0,0.0
숙박업,기타숙박,8.1192949E7,1.8,6.9573566E7,85.7
숙박업,캠핑장/펜션,8.1192949E7,1.8,1185206.0,1.5
숙박업,콘도,8.1192949E7,1.8,2644875.0,3.3
숙박업,호텔,8.1192949E7,1.8,7789302.0,9.6
식음료업,식음료,2.114975226E9,47.4,2.114975226E9,100.0
여가서비스업,골프장,4.50071952E8,10.1,3.50287868E8,77.8
여가서비스업,관광유원시설,4.50071952E8,10.1,1.1696209E7,2.6
여가서비스업,기타레저,4.50071952E8,10.1,3.0450233E7,6.8
여가서비스업,문화서비스,4.50071952E8,10.1,5.2260914E7,11.6
여가서비스업,스키장,4.50071952E8,10.1,5376727.0,1.2
여행업,여행업,743496.0,0.0,743496.0,100.0
운송업,렌터카,6.063211E7,1.4,3.5081092E7,57.9
운송업,수상운송,6.063211E7,1.4,473301.0,0.8
운송업,육상운송,6.063211E7,1.4,2.5077718E7,41.4
