기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
계룡시,7284151.0,1.3
공주시,3.2229961E7,5.9
금산군,8753256.0,1.6
논산시,1.9541636E7,3.6
당진시,4.1285927E7,7.6
보령시,3.061708E7,5.6
부여군,2.3873062E7,4.4
서산시,3.2473305E7,5.9
서천군,7645390.0,1.4
아산시,7.0057943E7,12.8
예산군,1.7391701E7,3.2
천안시 동남구,9.0371818E7,16.5
천안시 서북구,1.16104395E8,21.2
청양군,3234249.0,0.6
태안군,2.7772132E7,5.1
홍성군,1.7846614E7,3.3
