기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
광산구,1.77931872E8,22.0
남구,6.0059601E7,7.4
동구,1.28077493E8,15.8
북구,1.25580576E8,15.5
서구,3.16751095E8,39.2
