대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.33101545E8,41.2,722198.0,0.2
쇼핑업,대형쇼핑몰,3.33101545E8,41.2,2.55968594E8,76.8
쇼핑업,레저용품쇼핑,3.33101545E8,41.2,7.6410753E7,22.9
숙박업,기타숙박,1.7041212E7,2.1,1.5662271E7,91.9
숙박업,캠핑장/펜션,1.7041212E7,2.1,537.0,0.0
숙박업,호텔,1.7041212E7,2.1,1378404.0,8.1
식음료업,식음료,4.31553031E8,53.4,4.31553031E8,100.0
여가서비스업,골프장,2.5515569E7,3.2,1.4869165E7,58.3
여가서비스업,관광유원시설,2.5515569E7,3.2,1245671.0,4.9
여가서비스업,기타레저,2.5515569E7,3.2,5288019.0,20.7
여가서비스업,문화서비스,2.5515569E7,3.2,4112714.0,16.1
여행업,여행업,168852.0,0.0,168852.0,100.0
운송업,렌터카,1020428.0,0.1,405142.0,39.7
운송업,수상운송,1020428.0,0.1,0.0,0.0
운송업,육상운송,1020428.0,0.1,193021.0,18.9
운송업,항공운송,1020428.0,0.1,422266.0,41.4
