기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
대덕구,2.008173E7,3.0
동구,2.87415434E8,42.8
서구,1.30608345E8,19.5
유성구,1.83063439E8,27.3
중구,5.0271955E7,7.5
