대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.063478492E9,36.0,8501502.0,0.3
쇼핑업,대형쇼핑몰,3.063478492E9,36.0,2.591422268E9,84.6
쇼핑업,레저용품쇼핑,3.063478492E9,36.0,4.63447211E8,15.1
쇼핑업,면세점,3.063478492E9,36.0,107512.0,0.0
숙박업,기타숙박,1.69937359E8,2.0,1.46073911E8,86.0
숙박업,캠핑장/펜션,1.69937359E8,2.0,1356828.0,0.8
숙박업,콘도,1.69937359E8,2.0,7465133.0,4.4
숙박업,호텔,1.69937359E8,2.0,1.5041488E7,8.9
식음료업,식음료,4.373341886E9,51.5,4.373341886E9,100.0
여가서비스업,골프장,7.5662283E8,8.9,5.42218322E8,71.7
여가서비스업,관광유원시설,7.5662283E8,8.9,1.698095E7,2.2
여가서비스업,기타레저,7.5662283E8,8.9,9.5345931E7,12.6
여가서비스업,문화서비스,7.5662283E8,8.9,9.2575438E7,12.2
여가서비스업,스키장,7.5662283E8,8.9,9502189.0,1.3
여행업,여행업,2227579.0,0.0,2227579.0,100.0
운송업,렌터카,1.33421195E8,1.6,2.8660894E7,21.5
운송업,수상운송,1.33421195E8,1.6,663291.0,0.5
운송업,육상운송,1.33421195E8,1.6,1.0409701E8,78.0
