대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.4572977E8,29.9,545066.0,0.4
쇼핑업,대형쇼핑몰,1.4572977E8,29.9,1.10712958E8,76.0
쇼핑업,레저용품쇼핑,1.4572977E8,29.9,3.4456295E7,23.6
쇼핑업,면세점,1.4572977E8,29.9,15450.0,0.0
숙박업,기타숙박,1.5786722E7,3.2,1.1907468E7,75.4
숙박업,캠핑장/펜션,1.5786722E7,3.2,65856.0,0.4
숙박업,콘도,1.5786722E7,3.2,5902.0,0.0
숙박업,호텔,1.5786722E7,3.2,3807497.0,24.1
식음료업,식음료,2.96020203E8,60.6,2.96020203E8,100.0
여가서비스업,골프장,3.0070094E7,6.2,2.2475529E7,74.7
여가서비스업,관광유원시설,3.0070094E7,6.2,235383.0,0.8
여가서비스업,기타레저,3.0070094E7,6.2,5120774.0,17.0
여가서비스업,문화서비스,3.0070094E7,6.2,2238408.0,7.4
여행업,여행업,97274.0,0.0,97274.0,100.0
운송업,렌터카,438002.0,0.1,311666.0,71.2
운송업,수상운송,438002.0,0.1,3880.0,0.9
운송업,육상운송,438002.0,0.1,53486.0,12.2
운송업,항공운송,438002.0,0.1,68970.0,15.7
