광역지자체,소비액,전년동기 소비액,전년대비 소비증감률
서울특별시,1.2815890953E10,0.0,0.0
부산광역시,3.34401763E9,0.0,0.0
대구광역시,1.811689196E9,0.0,0.0
인천광역시,2.277657721E9,0.0,0.0
광주광역시,9.90044775E8,0.0,0.0
대전광역시,1.372071467E9,0.0,0.0
울산광역시,6.15420466E8,0.0,0.0
세종특별자치시,9.2641757E7,0.0,0.0
경기도,8.890262647E9,0.0,0.0
강원도,1.205190494E9,0.0,0.0
충청북도,1.012212897E9,0.0,0.0
충청남도,1.171551782E9,0.0,0.0
전라북도,8.85970579E8,0.0,0.0
전라남도,8.24148572E8,0.0,0.0
경상북도,1.25097592E9,0.0,0.0
경상남도,1.584694921E9,0.0,0.0
제주특별자치도,9.31591453E8,0.0,0.0
