대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.37623778E8,28.9,1.5444865E7,6.5
쇼핑업,대형쇼핑몰,2.37623778E8,28.9,2.6527073E7,11.2
쇼핑업,레저용품쇼핑,2.37623778E8,28.9,4.9289513E7,20.7
쇼핑업,면세점,2.37623778E8,28.9,1.46362326E8,61.6
숙박업,기타숙박,9.6777813E7,11.8,3.4217993E7,35.4
숙박업,캠핑장/펜션,9.6777813E7,11.8,420594.0,0.4
숙박업,콘도,9.6777813E7,11.8,2.5743574E7,26.6
숙박업,호텔,9.6777813E7,11.8,3.6395652E7,37.6
식음료업,식음료,3.5488079E8,43.2,3.5488079E8,100.0
여가서비스업,골프장,7.6802337E7,9.3,5.3337679E7,69.4
여가서비스업,관광유원시설,7.6802337E7,9.3,6826312.0,8.9
여가서비스업,기타레저,7.6802337E7,9.3,5618367.0,7.3
여가서비스업,문화서비스,7.6802337E7,9.3,1.1019979E7,14.3
여행업,여행업,3030564.0,0.4,3030564.0,100.0
운송업,렌터카,5.3177233E7,6.5,2.1903076E7,41.2
운송업,수상운송,5.3177233E7,6.5,2474169.0,4.7
운송업,육상운송,5.3177233E7,6.5,203065.0,0.4
운송업,항공운송,5.3177233E7,6.5,2.8596923E7,53.8
