대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.86251132E8,38.8,775959.0,0.2
쇼핑업,대형쇼핑몰,3.86251132E8,38.8,2.98857642E8,77.4
쇼핑업,레저용품쇼핑,3.86251132E8,38.8,8.6617531E7,22.4
숙박업,기타숙박,2.2907195E7,2.3,2.0624594E7,90.0
숙박업,호텔,2.2907195E7,2.3,2282601.0,10.0
식음료업,식음료,5.42340458E8,54.5,5.42340458E8,100.0
여가서비스업,골프장,4.0835043E7,4.1,1.2686823E7,31.1
여가서비스업,관광유원시설,4.0835043E7,4.1,725563.0,1.8
여가서비스업,기타레저,4.0835043E7,4.1,1.9189452E7,47.0
여가서비스업,문화서비스,4.0835043E7,4.1,8233205.0,20.2
여행업,여행업,619187.0,0.1,619187.0,100.0
운송업,렌터카,1860906.0,0.2,424123.0,22.8
운송업,수상운송,1860906.0,0.2,542345.0,29.1
운송업,육상운송,1860906.0,0.2,467893.0,25.1
운송업,항공운송,1860906.0,0.2,426545.0,22.9
