대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.478396023E9,39.4,1.0889518E7,0.3
쇼핑업,대형쇼핑몰,3.478396023E9,39.4,2.961198648E9,85.1
쇼핑업,레저용품쇼핑,3.478396023E9,39.4,5.0630531E8,14.6
쇼핑업,면세점,3.478396023E9,39.4,2547.0,0.0
숙박업,기타숙박,1.61976095E8,1.8,1.38022838E8,85.2
숙박업,캠핑장/펜션,1.61976095E8,1.8,2568238.0,1.6
숙박업,콘도,1.61976095E8,1.8,5757859.0,3.6
숙박업,호텔,1.61976095E8,1.8,1.562716E7,9.6
식음료업,식음료,4.174496423E9,47.2,4.174496423E9,100.0
여가서비스업,골프장,9.03812067E8,10.2,7.13491668E8,78.9
여가서비스업,관광유원시설,9.03812067E8,10.2,2.0730263E7,2.3
여가서비스업,기타레저,9.03812067E8,10.2,5.9337055E7,6.6
여가서비스업,문화서비스,9.03812067E8,10.2,1.02439048E8,11.3
여가서비스업,스키장,9.03812067E8,10.2,7814033.0,0.9
여행업,여행업,1368553.0,0.0,1368553.0,100.0
운송업,렌터카,1.17358707E8,1.3,6.5144079E7,55.5
운송업,수상운송,1.17358707E8,1.3,917090.0,0.8
운송업,육상운송,1.17358707E8,1.3,5.1297538E7,43.7
