대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,9.07494295E8,41.9,1430043.0,0.2
쇼핑업,대형쇼핑몰,9.07494295E8,41.9,4.38682864E8,48.3
쇼핑업,레저용품쇼핑,9.07494295E8,41.9,1.18984983E8,13.1
쇼핑업,면세점,9.07494295E8,41.9,3.48396405E8,38.4
숙박업,기타숙박,6.8090983E7,3.1,4.0984623E7,60.2
숙박업,캠핑장/펜션,6.8090983E7,3.1,261420.0,0.4
숙박업,콘도,6.8090983E7,3.1,25078.0,0.0
숙박업,호텔,6.8090983E7,3.1,2.6819862E7,39.4
식음료업,식음료,1.051111349E9,48.6,1.051111349E9,100.0
여가서비스업,골프장,1.05527174E8,4.9,5.2289027E7,49.6
여가서비스업,관광유원시설,1.05527174E8,4.9,2422806.0,2.3
여가서비스업,기타레저,1.05527174E8,4.9,3.1960864E7,30.3
여가서비스업,문화서비스,1.05527174E8,4.9,1.8854108E7,17.9
여가서비스업,카지노,1.05527174E8,4.9,368.0,0.0
여행업,여행업,730654.0,0.0,730654.0,100.0
운송업,렌터카,3.1004462E7,1.4,711712.0,2.3
운송업,수상운송,3.1004462E7,1.4,1.1219025E7,36.2
운송업,육상운송,3.1004462E7,1.4,927890.0,3.0
운송업,항공운송,3.1004462E7,1.4,1.8145835E7,58.5
