대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.82126252E8,26.5,3634204.0,1.0
쇼핑업,대형쇼핑몰,3.82126252E8,26.5,2.58323311E8,67.6
쇼핑업,레저용품쇼핑,3.82126252E8,26.5,1.20163286E8,31.4
쇼핑업,면세점,3.82126252E8,26.5,5451.0,0.0
숙박업,기타숙박,6.2859772E7,4.4,4.1183458E7,65.5
숙박업,캠핑장/펜션,6.2859772E7,4.4,1212975.0,1.9
숙박업,콘도,6.2859772E7,4.4,1.4208225E7,22.6
숙박업,호텔,6.2859772E7,4.4,6255115.0,10.0
식음료업,식음료,7.87665786E8,54.6,7.87665786E8,100.0
여가서비스업,골프장,2.08544893E8,14.4,1.80857548E8,86.7
여가서비스업,관광유원시설,2.08544893E8,14.4,3905734.0,1.9
여가서비스업,기타레저,2.08544893E8,14.4,1.2683853E7,6.1
여가서비스업,문화서비스,2.08544893E8,14.4,1.1097758E7,5.3
여행업,여행업,280348.0,0.0,280348.0,100.0
운송업,렌터카,1804997.0,0.1,578066.0,32.0
운송업,수상운송,1804997.0,0.1,1162368.0,64.4
운송업,육상운송,1804997.0,0.1,55980.0,3.1
운송업,항공운송,1804997.0,0.1,8584.0,0.5
