대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.85033677E8,22.9,2772344.0,1.0
쇼핑업,대형쇼핑몰,2.85033677E8,22.9,1.42930137E8,50.1
쇼핑업,레저용품쇼핑,2.85033677E8,22.9,1.39331197E8,48.9
숙박업,기타숙박,6.7566747E7,5.4,3.7669932E7,55.8
숙박업,캠핑장/펜션,6.7566747E7,5.4,430992.0,0.6
숙박업,콘도,6.7566747E7,5.4,1.3791012E7,20.4
숙박업,호텔,6.7566747E7,5.4,1.5674811E7,23.2
식음료업,식음료,7.24622326E8,58.2,7.24622326E8,100.0
여가서비스업,골프장,1.64878008E8,13.3,1.2219008E8,74.1
여가서비스업,관광유원시설,1.64878008E8,13.3,4139294.0,2.5
여가서비스업,기타레저,1.64878008E8,13.3,2.6720083E7,16.2
여가서비스업,문화서비스,1.64878008E8,13.3,1.1828551E7,7.2
여행업,여행업,378519.0,0.0,378519.0,100.0
운송업,렌터카,1723016.0,0.1,591320.0,34.3
운송업,수상운송,1723016.0,0.1,780137.0,45.3
운송업,육상운송,1723016.0,0.1,351560.0,20.4
