대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.80162004E8,30.1,1.8886082E7,6.7
쇼핑업,대형쇼핑몰,2.80162004E8,30.1,3.065187E7,10.9
쇼핑업,레저용품쇼핑,2.80162004E8,30.1,5.4334669E7,19.4
쇼핑업,면세점,2.80162004E8,30.1,1.76289383E8,62.9
숙박업,기타숙박,1.09840751E8,11.8,4.1665546E7,37.9
숙박업,캠핑장/펜션,1.09840751E8,11.8,291063.0,0.3
숙박업,콘도,1.09840751E8,11.8,2.7099846E7,24.7
숙박업,호텔,1.09840751E8,11.8,4.0784297E7,37.1
식음료업,식음료,3.77306295E8,40.6,3.77306295E8,100.0
여가서비스업,골프장,8.2366313E7,8.9,5.1488761E7,62.5
여가서비스업,관광유원시설,8.2366313E7,8.9,9379264.0,11.4
여가서비스업,기타레저,8.2366313E7,8.9,7730494.0,9.4
여가서비스업,문화서비스,8.2366313E7,8.9,1.3767795E7,16.7
여행업,여행업,3823752.0,0.4,3823752.0,100.0
운송업,렌터카,7.6431777E7,8.2,2.1344938E7,27.9
운송업,수상운송,7.6431777E7,8.2,2786549.0,3.6
운송업,육상운송,7.6431777E7,8.2,343082.0,0.4
운송업,항공운송,7.6431777E7,8.2,5.1957209E7,68.0
