광역지자체 명,기초지자체 명,광역지자체 지출액,광역지자체 지출액 비율,기초지자체 지출액,기초지자체 지출액 비율
강원도,강릉시,1.087017848E9,3.3,1.84633931354E11,17.0
강원도,고성군,1.087017848E9,3.3,4.1425113266E10,3.8
강원도,동해시,1.087017848E9,3.3,4.0698846071E10,3.7
강원도,삼척시,1.087017848E9,3.3,4.8493073506E10,4.5
강원도,속초시,1.087017848E9,3.3,1.48067787025E11,13.6
강원도,양구군,1.087017848E9,3.3,5.41874857E9,0.5
강원도,양양군,1.087017848E9,3.3,4.8394176595E10,4.5
강원도,영월군,1.087017848E9,3.3,1.223206934E10,1.1
강원도,원주시,1.087017848E9,3.3,1.32344635772E11,12.2
강원도,인제군,1.087017848E9,3.3,1.9376222842E10,1.8
강원도,정선군,1.087017848E9,3.3,2.3395467882E10,2.2
강원도,철원군,1.087017848E9,3.3,1.4596358563E10,1.3
강원도,춘천시,1.087017848E9,3.3,1.5527844032E11,14.3
강원도,태백시,1.087017848E9,3.3,2.0703838138E10,1.9
강원도,평창군,1.087017848E9,3.3,7.0443552952E10,6.5
강원도,홍천군,1.087017848E9,3.3,7.8153889825E10,7.2
강원도,화천군,1.087017848E9,3.3,7.566847554E9,0.7
강원도,횡성군,1.087017848E9,3.3,3.5794848337E10,3.3
경기도,가평군,7.86404469E9,24.2,8.9577849382E10,1.1
경기도,고양시 덕양구,7.86404469E9,24.2,2.70476461086E11,3.4
경기도,고양시 일산동구,7.86404469E9,24.2,2.50957257334E11,3.2
경기도,고양시 일산서구,7.86404469E9,24.2,1.82418167835E11,2.3
경기도,과천시,7.86404469E9,24.2,3.0835605452E10,0.4
경기도,광명시,7.86404469E9,24.2,1.43382587456E11,1.8
경기도,광주시,7.86404469E9,24.2,1.61157715525E11,2.0
경기도,구리시,7.86404469E9,24.2,1.15345009974E11,1.5
경기도,군포시,7.86404469E9,24.2,9.3718903134E10,1.2
경기도,김포시,7.86404469E9,24.2,2.85035147274E11,3.6
경기도,남양주시,7.86404469E9,24.2,2.47273237407E11,3.1
경기도,동두천시,7.86404469E9,24.2,2.8572326225E10,0.4
경기도,부천시,7.86404469E9,24.2,2.41859219627E11,3.1
경기도,성남시 분당구,7.86404469E9,24.2,5.80282267964E11,7.4
경기도,성남시 수정구,7.86404469E9,24.2,1.29156326726E11,1.6
경기도,성남시 중원구,7.86404469E9,24.2,8.5066554795E10,1.1
경기도,수원시 권선구,7.86404469E9,24.2,1.77114800941E11,2.3
경기도,수원시 영통구,7.86404469E9,24.2,2.43799738638E11,3.1
경기도,수원시 장안구,7.86404469E9,24.2,8.7874387417E10,1.1
경기도,수원시 팔달구,7.86404469E9,24.2,3.532965574E11,4.5
경기도,시흥시,7.86404469E9,24.2,2.63605031551E11,3.4
경기도,안산시 단원구,7.86404469E9,24.2,2.60877544583E11,3.3
경기도,안산시 상록구,7.86404469E9,24.2,1.21171242773E11,1.5
경기도,안성시,7.86404469E9,24.2,1.36054599834E11,1.7
경기도,안양시 동안구,7.86404469E9,24.2,2.74965519834E11,3.5
경기도,안양시 만안구,7.86404469E9,24.2,8.9432137428E10,1.1
경기도,양주시,7.86404469E9,24.2,9.4213967539E10,1.2
경기도,양평군,7.86404469E9,24.2,7.6392354262E10,1.0
경기도,여주시,7.86404469E9,24.2,2.75114461615E11,3.5
경기도,연천군,7.86404469E9,24.2,1.7767406877E10,0.2
경기도,오산시,7.86404469E9,24.2,1.00971922457E11,1.3
경기도,용인시 기흥구,7.86404469E9,24.2,2.80613259891E11,3.6
경기도,용인시 수지구,7.86404469E9,24.2,1.88680666002E11,2.4
경기도,용인시 처인구,7.86404469E9,24.2,1.84137787032E11,2.3
경기도,의왕시,7.86404469E9,24.2,7.7851903178E10,1.0
경기도,의정부시,7.86404469E9,24.2,1.73780030894E11,2.2
경기도,이천시,7.86404469E9,24.2,2.05826560391E11,2.6
경기도,파주시,7.86404469E9,24.2,2.90374639984E11,3.7
경기도,평택시,7.86404469E9,24.2,2.00981431936E11,2.6
경기도,포천시,7.86404469E9,24.2,1.35066644629E11,1.7
경기도,하남시,7.86404469E9,24.2,2.86832108215E11,3.6
경기도,화성시,7.86404469E9,24.2,3.32133347405E11,4.2
경상남도,거제시,1.339948616E9,4.1,8.9435477283E10,6.7
경상남도,거창군,1.339948616E9,4.1,1.1954685547E10,0.9
경상남도,고성군,1.339948616E9,4.1,2.1455034135E10,1.6
경상남도,김해시,1.339948616E9,4.1,1.88214549532E11,14.0
경상남도,남해군,1.339948616E9,4.1,2.912906751E10,2.2
경상남도,밀양시,1.339948616E9,4.1,3.1234461293E10,2.3
경상남도,사천시,1.339948616E9,4.1,6.0114929619E10,4.5
경상남도,산청군,1.339948616E9,4.1,1.0954164161E10,0.8
경상남도,양산시,1.339948616E9,4.1,1.41677492233E11,10.6
경상남도,의령군,1.339948616E9,4.1,6.473484313E9,0.5
경상남도,진주시,1.339948616E9,4.1,1.00290260909E11,7.5
경상남도,창녕군,1.339948616E9,4.1,2.5240541729E10,1.9
경상남도,창원시 마산합포구,1.339948616E9,4.1,9.9483782323E10,7.4
경상남도,창원시 마산회원구,1.339948616E9,4.1,6.9791835389E10,5.2
경상남도,창원시 성산구,1.339948616E9,4.1,1.62183357411E11,12.1
경상남도,창원시 의창구,1.339948616E9,4.1,9.4341741268E10,7.0
경상남도,창원시 진해구,1.339948616E9,4.1,7.1854398398E10,5.4
경상남도,통영시,1.339948616E9,4.1,6.7490488315E10,5.0
경상남도,하동군,1.339948616E9,4.1,1.2321988289E10,0.9
경상남도,함안군,1.339948616E9,4.1,2.2513499904E10,1.7
경상남도,함양군,1.339948616E9,4.1,9.402293643E9,0.7
경상남도,합천군,1.339948616E9,4.1,1.4391082543E10,1.1
경상북도,경산시,1.0310037E9,3.2,1.05922418793E11,10.3
경상북도,경주시,1.0310037E9,3.2,1.76099402548E11,17.1
경상북도,고령군,1.0310037E9,3.2,1.2011474035E10,1.2
경상북도,구미시,1.0310037E9,3.2,1.1740344803E11,11.4
경상북도,군위군,1.0310037E9,3.2,1.6453842986E10,1.6
경상북도,김천시,1.0310037E9,3.2,4.2675504665E10,4.1
경상북도,문경시,1.0310037E9,3.2,2.7477599956E10,2.7
경상북도,봉화군,1.0310037E9,3.2,4.306543479E9,0.4
경상북도,상주시,1.0310037E9,3.2,2.4341946493E10,2.4
경상북도,성주군,1.0310037E9,3.2,9.465467107E9,0.9
경상북도,안동시,1.0310037E9,3.2,5.4443488704E10,5.3
경상북도,영덕군,1.0310037E9,3.2,2.6215317904E10,2.5
경상북도,영양군,1.0310037E9,3.2,1.288491934E9,0.1
경상북도,영주시,1.0310037E9,3.2,2.7746093802E10,2.7
경상북도,영천시,1.0310037E9,3.2,3.2782645244E10,3.2
경상북도,예천군,1.0310037E9,3.2,1.2122606889E10,1.2
경상북도,울릉군,1.0310037E9,3.2,4.328943463E9,0.4
경상북도,울진군,1.0310037E9,3.2,2.0178798628E10,2.0
경상북도,의성군,1.0310037E9,3.2,1.3963176954E10,1.4
경상북도,청도군,1.0310037E9,3.2,2.4078914549E10,2.3
경상북도,청송군,1.0310037E9,3.2,7.977926272E9,0.8
경상북도,칠곡군,1.0310037E9,3.2,5.4676054597E10,5.3
경상북도,포항시 남구,1.0310037E9,3.2,9.4491865768E10,9.2
경상북도,포항시 북구,1.0310037E9,3.2,1.2055172739E11,11.7
광주광역시,광산구,8.08400637E8,2.5,1.77931872411E11,22.0
광주광역시,남구,8.08400637E8,2.5,6.0059600866E10,7.4
광주광역시,동구,8.08400637E8,2.5,1.28077492917E11,15.8
광주광역시,북구,8.08400637E8,2.5,1.25580576019E11,15.5
광주광역시,서구,8.08400637E8,2.5,3.16751095101E11,39.2
대구광역시,남구,1.377417514E9,4.2,5.6096490812E10,4.1
대구광역시,달서구,1.377417514E9,4.2,2.06508144837E11,15.0
대구광역시,달성군,1.377417514E9,4.2,6.8732722921E10,5.0
대구광역시,동구,1.377417514E9,4.2,3.42412715377E11,24.9
대구광역시,북구,1.377417514E9,4.2,1.56669086298E11,11.4
대구광역시,서구,1.377417514E9,4.2,7.966798215E10,5.8
대구광역시,수성구,1.377417514E9,4.2,1.79671896557E11,13.0
대구광역시,중구,1.377417514E9,4.2,2.8765847539E11,20.9
대전광역시,대덕구,9.63188543E8,3.0,4.4737163914E10,4.6
대전광역시,동구,9.63188543E8,3.0,3.54950812875E11,36.9
대전광역시,서구,9.63188543E8,3.0,2.39261395079E11,24.8
대전광역시,유성구,9.63188543E8,3.0,2.05572159181E11,21.3
대전광역시,중구,9.63188543E8,3.0,1.18667011721E11,12.3
부산광역시,강서구,2.503393205E9,7.7,1.08189952361E11,4.3
부산광역시,금정구,2.503393205E9,7.7,1.15712825174E11,4.6
부산광역시,기장군,2.503393205E9,7.7,2.96152652516E11,11.8
부산광역시,남구,2.503393205E9,7.7,9.3909351575E10,3.8
부산광역시,동구,2.503393205E9,7.7,7.2718709676E10,2.9
부산광역시,동래구,2.503393205E9,7.7,1.56396618744E11,6.2
부산광역시,부산진구,2.503393205E9,7.7,3.45659091035E11,13.8
부산광역시,북구,2.503393205E9,7.7,2.4646674962E11,9.8
부산광역시,사상구,2.503393205E9,7.7,1.04149303794E11,4.2
부산광역시,사하구,2.503393205E9,7.7,7.5548848984E10,3.0
부산광역시,서구,2.503393205E9,7.7,3.9958208899E10,1.6
부산광역시,수영구,2.503393205E9,7.7,1.28385167161E11,5.1
부산광역시,연제구,2.503393205E9,7.7,1.28141913751E11,5.1
부산광역시,영도구,2.503393205E9,7.7,2.895646811E10,1.2
부산광역시,중구,2.503393205E9,7.7,1.498201336E11,6.0
부산광역시,해운대구,2.503393205E9,7.7,4.13227209902E11,16.5
서울특별시,강남구,9.295683021E9,28.6,1.371081922473E12,14.7
서울특별시,강동구,9.295683021E9,28.6,1.96496706181E11,2.1
