기준년월,광역지자체,대분류,지출액,전년도 지출액
202001,전국,총소비,3.118229979E9,3.2430194E9
202001,전국,콘도,2.089712E7,1.9301172E7
202001,전국,호텔,4.7103962E7,4.6075422E7
202001,전국,캠핑장/펜션,462038.0,248512.0
202001,전국,기타숙박,5.9865081E7,6.5207783E7
202001,전국,여행업,1.2961904E7,2.2385871E7
202001,전국,육상운송,7.5140057E7,8.0095064E7
202001,전국,수상운송,3610356.0,3854725.0
202001,전국,항공운송,4.9286165E7,6.1923433E7
202001,전국,렌터카,5935070.0,4279753.0
202001,전국,면세점,5.5614787E7,6.2665018E7
202001,전국,관광기념품,5167981.0,5234248.0
202001,전국,레저용품쇼핑,1.46512942E8,1.64839234E8
202001,전국,대형쇼핑몰,7.98708763E8,7.98105016E8
202001,전국,관광유원시설,9131803.0,7409828.0
202001,전국,골프장,5.6188977E7,4.669236E7
202001,전국,스키장,6066934.0,6110835.0
202001,전국,기타레저,3.0293653E7,5.5973561E7
202001,전국,문화서비스,4.0887862E7,4.3430789E7
202001,전국,식음료,1.694394523E9,1.749186776E9
202002,전국,총소비,2.3569012E9,3.037355108E9
202002,전국,콘도,1.0643454E7,1.716408E7
202002,전국,호텔,2.9128842E7,4.1683835E7
202002,전국,캠핑장/펜션,357585.0,257632.0
202002,전국,기타숙박,4.8982386E7,6.034891E7
202002,전국,여행업,4169168.0,1.5550261E7
202002,전국,육상운송,4.2548722E7,7.0649434E7
202002,전국,수상운송,2461899.0,4024367.0
202002,전국,항공운송,2.1019825E7,5.623314E7
202002,전국,렌터카,4816586.0,4576026.0
202002,전국,면세점,2.3866978E7,5.6890008E7
202002,전국,관광기념품,3158146.0,4887457.0
202002,전국,레저용품쇼핑,1.15097716E8,1.5917809E8
202002,전국,대형쇼핑몰,5.79579011E8,7.72348881E8
202002,전국,관광유원시설,4323743.0,7914289.0
202002,전국,골프장,7.0622598E7,6.125472E7
202002,전국,스키장,2616633.0,4260048.0
202002,전국,기타레저,1.9203192E7,5.3546534E7
202002,전국,문화서비스,1.966731E7,5.0159884E7
202002,전국,식음료,1.354637407E9,1.596427512E9
202003,전국,총소비,2.200799142E9,3.510941698E9
202003,전국,콘도,4500697.0,1.143749E7
202003,전국,호텔,1.5812271E7,3.9480117E7
202003,전국,캠핑장/펜션,404202.0,276252.0
202003,전국,기타숙박,4.0989273E7,6.8499224E7
202003,전국,여행업,2298522.0,1.5554458E7
202003,전국,육상운송,2.4757167E7,7.7138165E7
202003,전국,수상운송,2506809.0,5418403.0
202003,전국,항공운송,1.2149649E7,5.9034002E7
202003,전국,렌터카,4569733.0,4629065.0
202003,전국,면세점,8707378.0,5.6777699E7
202003,전국,관광기념품,2517394.0,6134825.0
202003,전국,레저용품쇼핑,1.31034942E8,2.08241537E8
202003,전국,대형쇼핑몰,5.7180057E8,8.83176538E8
202003,전국,관광유원시설,3340519.0,8513663.0
202003,전국,골프장,1.16349472E8,1.2115434E8
202003,전국,스키장,102520.0,567491.0
202003,전국,기타레저,1.444719E7,5.5534413E7
202003,전국,문화서비스,9059767.0,3.7903715E7
202003,전국,식음료,1.235451068E9,1.8514703E9
202004,전국,총소비,2.550770572E9,3.29472992E9
202004,전국,호텔,1.8432488E7,3.7828879E7
202004,전국,콘도,5412722.0,1.0714861E7
