대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.0772361648E10,33.1,5.1314802E7,0.5
쇼핑업,대형쇼핑몰,1.0772361648E10,33.1,8.455684093E9,78.5
쇼핑업,레저용품쇼핑,1.0772361648E10,33.1,2.035264399E9,18.9
쇼핑업,면세점,1.0772361648E10,33.1,2.30098354E8,2.1
숙박업,기타숙박,1.174387965E9,3.6,6.36359014E8,54.2
숙박업,캠핑장/펜션,1.174387965E9,3.6,8522049.0,0.7
숙박업,콘도,1.174387965E9,3.6,1.56508172E8,13.3
숙박업,호텔,1.174387965E9,3.6,3.7299873E8,31.8
식음료업,식음료,1.7533846879E10,53.9,1.7533846879E10,100.0
여가서비스업,골프장,2.195289448E9,6.7,1.6637422E9,75.8
여가서비스업,관광유원시설,2.195289448E9,6.7,7.3622741E7,3.4
여가서비스업,기타레저,2.195289448E9,6.7,2.27489898E8,10.4
여가서비스업,문화서비스,2.195289448E9,6.7,2.18338049E8,9.9
여가서비스업,스키장,2.195289448E9,6.7,1.2096561E7,0.6
여가서비스업,카지노,2.195289448E9,6.7,0.0,0.0
여행업,여행업,3.8990229E7,0.1,3.8990229E7,100.0
운송업,렌터카,8.19874144E8,2.5,7.4313312E7,9.1
운송업,수상운송,8.19874144E8,2.5,4.7473723E7,5.8
운송업,육상운송,8.19874144E8,2.5,5.07447357E8,61.9
운송업,항공운송,8.19874144E8,2.5,1.90639752E8,23.3
