기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강진군,1.1522029E7,1.3
고흥군,1.1338054E7,1.3
곡성군,1.3638369E7,1.6
광양시,7.1017403E7,8.2
구례군,9027440.0,1.0
나주시,4.8688783E7,5.6
담양군,4.2168879E7,4.9
목포시,1.21789577E8,14.1
무안군,6.7555715E7,7.8
보성군,1.4415739E7,1.7
순천시,1.30648895E8,15.1
신안군,7086686.0,0.8
여수시,1.62435297E8,18.8
영광군,1.7106483E7,2.0
영암군,1.9521241E7,2.3
완도군,1.1781395E7,1.4
장성군,1.8220061E7,2.1
장흥군,1.1463429E7,1.3
진도군,9583962.0,1.1
함평군,1.2039632E7,1.4
해남군,2.0446108E7,2.4
화순군,3.2747219E7,3.8
