대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.60920866E8,27.7,3018307.0,0.8
쇼핑업,대형쇼핑몰,3.60920866E8,27.7,2.43795398E8,67.5
쇼핑업,레저용품쇼핑,3.60920866E8,27.7,1.14100691E8,31.6
쇼핑업,면세점,3.60920866E8,27.7,6469.0,0.0
숙박업,기타숙박,5.5425563E7,4.3,3.7967704E7,68.5
숙박업,캠핑장/펜션,5.5425563E7,4.3,1011770.0,1.8
숙박업,콘도,5.5425563E7,4.3,1.0788741E7,19.5
숙박업,호텔,5.5425563E7,4.3,5657348.0,10.2
식음료업,식음료,7.08552084E8,54.4,7.08552084E8,100.0
여가서비스업,골프장,1.75166283E8,13.5,1.55143943E8,88.6
여가서비스업,관광유원시설,1.75166283E8,13.5,2680492.0,1.5
여가서비스업,기타레저,1.75166283E8,13.5,1.0915133E7,6.2
여가서비스업,문화서비스,1.75166283E8,13.5,6426716.0,3.7
여행업,여행업,303917.0,0.0,303917.0,100.0
운송업,렌터카,1848063.0,0.1,540380.0,29.2
운송업,수상운송,1848063.0,0.1,1236924.0,66.9
운송업,육상운송,1848063.0,0.1,68938.0,3.7
운송업,항공운송,1848063.0,0.1,1821.0,0.1
