기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
계룡시,1.4215755E7,1.5
공주시,5.8229052E7,6.0
금산군,1.5257584E7,1.6
논산시,3.4905234E7,3.6
당진시,7.5541727E7,7.8
보령시,5.2989316E7,5.5
부여군,4.3039507E7,4.4
서산시,6.5623458E7,6.8
서천군,1.3917706E7,1.4
아산시,1.27330902E8,13.1
예산군,2.8424004E7,2.9
천안시 동남구,1.53680229E8,15.9
천안시 서북구,2.00906877E8,20.7
청양군,4483849.0,0.5
태안군,4.8337392E7,5.0
홍성군,3.2202031E7,3.3
