대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.61207155E8,27.0,1185351.0,0.5
쇼핑업,대형쇼핑몰,2.61207155E8,27.0,1.77930182E8,68.1
쇼핑업,레저용품쇼핑,2.61207155E8,27.0,8.2091623E7,31.4
숙박업,기타숙박,4.3166456E7,4.5,3.0560925E7,70.8
숙박업,캠핑장/펜션,4.3166456E7,4.5,1080158.0,2.5
숙박업,콘도,4.3166456E7,4.5,8777102.0,20.3
숙박업,호텔,4.3166456E7,4.5,2748272.0,6.4
식음료업,식음료,5.83731485E8,60.2,5.83731485E8,100.0
여가서비스업,골프장,8.0263808E7,8.3,6.7086034E7,83.6
여가서비스업,관광유원시설,8.0263808E7,8.3,1586830.0,2.0
여가서비스업,기타레저,8.0263808E7,8.3,7410005.0,9.2
여가서비스업,문화서비스,8.0263808E7,8.3,4180938.0,5.2
여행업,여행업,66522.0,0.0,66522.0,100.0
운송업,렌터카,649199.0,0.1,244418.0,37.6
운송업,수상운송,649199.0,0.1,364289.0,56.1
운송업,육상운송,649199.0,0.1,40492.0,6.2
운송업,항공운송,649199.0,0.1,0.0,0.0
