대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.79065053E8,28.8,1.7322559E7,9.7
쇼핑업,대형쇼핑몰,1.79065053E8,28.8,1.9020392E7,10.6
쇼핑업,레저용품쇼핑,1.79065053E8,28.8,2.4222489E7,13.5
쇼핑업,면세점,1.79065053E8,28.8,1.18499613E8,66.2
숙박업,기타숙박,9.3836966E7,15.1,2.2854419E7,24.4
숙박업,캠핑장/펜션,9.3836966E7,15.1,281994.0,0.3
숙박업,콘도,9.3836966E7,15.1,2.6342234E7,28.1
숙박업,호텔,9.3836966E7,15.1,4.4358319E7,47.3
식음료업,식음료,2.52212253E8,40.5,2.52212253E8,100.0
여가서비스업,골프장,5.6934819E7,9.1,4.2654601E7,74.9
여가서비스업,관광유원시설,5.6934819E7,9.1,4962224.0,8.7
여가서비스업,기타레저,5.6934819E7,9.1,2673072.0,4.7
여가서비스업,문화서비스,5.6934819E7,9.1,6644922.0,11.7
여행업,여행업,2650240.0,0.4,2650240.0,100.0
운송업,렌터카,3.7598467E7,6.0,1.3459891E7,35.8
운송업,수상운송,3.7598467E7,6.0,2087338.0,5.6
운송업,육상운송,3.7598467E7,6.0,136625.0,0.4
운송업,항공운송,3.7598467E7,6.0,2.1914614E7,58.3
