대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.1491737E8,24.3,750881.0,0.7
쇼핑업,대형쇼핑몰,1.1491737E8,24.3,7.5461074E7,65.7
쇼핑업,레저용품쇼핑,1.1491737E8,24.3,3.8705415E7,33.7
숙박업,기타숙박,1.6881991E7,3.6,1.2271197E7,72.7
숙박업,캠핑장/펜션,1.6881991E7,3.6,86299.0,0.5
숙박업,콘도,1.6881991E7,3.6,3503367.0,20.8
숙박업,호텔,1.6881991E7,3.6,1021129.0,6.0
식음료업,식음료,2.56951072E8,54.3,2.56951072E8,100.0
여가서비스업,골프장,8.3705518E7,17.7,7.596001E7,90.7
여가서비스업,관광유원시설,8.3705518E7,17.7,1130393.0,1.4
여가서비스업,기타레저,8.3705518E7,17.7,3078883.0,3.7
여가서비스업,문화서비스,8.3705518E7,17.7,3536232.0,4.2
여행업,여행업,40245.0,0.0,40245.0,100.0
운송업,렌터카,1123473.0,0.2,92476.0,8.2
운송업,수상운송,1123473.0,0.2,295283.0,26.3
운송업,육상운송,1123473.0,0.2,8312.0,0.7
운송업,항공운송,1123473.0,0.2,727402.0,64.7
