기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
남구,7.4322573E7,4.1
달서구,2.83708864E8,15.8
달성군,7.8887207E7,4.4
동구,3.92841808E8,21.8
북구,2.16550751E8,12.0
서구,9.97695E7,5.5
수성구,2.37468302E8,13.2
중구,4.15735136E8,23.1
