대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.101480132E9,45.5,3135023.0,0.3
쇼핑업,대형쇼핑몰,1.101480132E9,45.5,1.000870004E9,90.9
쇼핑업,레저용품쇼핑,1.101480132E9,45.5,9.5921925E7,8.7
쇼핑업,면세점,1.101480132E9,45.5,1553180.0,0.1
숙박업,기타숙박,1.0123024E8,4.2,4.4214876E7,43.7
숙박업,캠핑장/펜션,1.0123024E8,4.2,135063.0,0.1
숙박업,콘도,1.0123024E8,4.2,5426141.0,5.4
숙박업,호텔,1.0123024E8,4.2,5.145416E7,50.8
식음료업,식음료,1.095584774E9,45.2,1.095584774E9,100.0
여가서비스업,골프장,9.2459362E7,3.8,6.0977081E7,66.0
여가서비스업,관광유원시설,9.2459362E7,3.8,5509786.0,6.0
여가서비스업,기타레저,9.2459362E7,3.8,1.5408E7,16.7
여가서비스업,문화서비스,9.2459362E7,3.8,1.0564496E7,11.4
여행업,여행업,958482.0,0.0,958482.0,100.0
운송업,렌터카,3.1114085E7,1.3,1463010.0,4.7
운송업,수상운송,3.1114085E7,1.3,2256369.0,7.3
운송업,육상운송,3.1114085E7,1.3,87484.0,0.3
운송업,항공운송,3.1114085E7,1.3,2.7307221E7,87.8
