대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.92552439E8,26.7,1854529.0,1.0
쇼핑업,대형쇼핑몰,1.92552439E8,26.7,1.32500111E8,68.8
쇼핑업,레저용품쇼핑,1.92552439E8,26.7,5.8194911E7,30.2
쇼핑업,면세점,1.92552439E8,26.7,2887.0,0.0
숙박업,기타숙박,3.0343384E7,4.2,2.0508513E7,67.6
숙박업,캠핑장/펜션,3.0343384E7,4.2,511996.0,1.7
숙박업,콘도,3.0343384E7,4.2,6507868.0,21.4
숙박업,호텔,3.0343384E7,4.2,2815007.0,9.3
식음료업,식음료,3.93867813E8,54.6,3.93867813E8,100.0
여가서비스업,골프장,1.03875471E8,14.4,9.0453405E7,87.1
여가서비스업,관광유원시설,1.03875471E8,14.4,1764948.0,1.7
여가서비스업,기타레저,1.03875471E8,14.4,6111509.0,5.9
여가서비스업,문화서비스,1.03875471E8,14.4,5545609.0,5.3
여행업,여행업,143851.0,0.0,143851.0,100.0
운송업,렌터카,843574.0,0.1,279927.0,33.2
운송업,수상운송,843574.0,0.1,531737.0,63.0
운송업,육상운송,843574.0,0.1,25510.0,3.0
운송업,항공운송,843574.0,0.1,6400.0,0.8
