기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
거제시,4.4711897E7,6.2
거창군,7973505.0,1.1
고성군,1.1337348E7,1.6
김해시,1.03504794E8,14.3
남해군,1.6630462E7,2.3
밀양시,1.9668558E7,2.7
사천시,3.0074813E7,4.2
산청군,5886778.0,0.8
양산시,7.7867106E7,10.8
의령군,3555167.0,0.5
진주시,5.2075515E7,7.2
창녕군,1.5386437E7,2.1
창원시 마산합포구,5.6684554E7,7.9
창원시 마산회원구,3.3947804E7,4.7
창원시 성산구,8.2828835E7,11.5
창원시 의창구,5.1125984E7,7.1
창원시 진해구,3.9052759E7,5.4
통영시,3.5358689E7,4.9
하동군,8265578.0,1.1
함안군,1.2861069E7,1.8
함양군,5126460.0,0.7
합천군,7702420.0,1.1
