대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.75024353E8,29.2,575560.0,0.3
쇼핑업,대형쇼핑몰,1.75024353E8,29.2,1.33606483E8,76.3
쇼핑업,레저용품쇼핑,1.75024353E8,29.2,4.0725529E7,23.3
쇼핑업,면세점,1.75024353E8,29.2,116781.0,0.1
숙박업,기타숙박,1.9778914E7,3.3,1.5031658E7,76.0
숙박업,캠핑장/펜션,1.9778914E7,3.3,50648.0,0.3
숙박업,콘도,1.9778914E7,3.3,73.0,0.0
숙박업,호텔,1.9778914E7,3.3,4696535.0,23.7
식음료업,식음료,3.66050013E8,61.1,3.66050013E8,100.0
여가서비스업,골프장,3.6775095E7,6.1,1.9670203E7,53.5
여가서비스업,관광유원시설,3.6775095E7,6.1,400764.0,1.1
여가서비스업,기타레저,3.6775095E7,6.1,1.1728294E7,31.9
여가서비스업,문화서비스,3.6775095E7,6.1,4975834.0,13.5
여행업,여행업,468896.0,0.1,468896.0,100.0
운송업,렌터카,767286.0,0.1,226631.0,29.5
운송업,수상운송,767286.0,0.1,4528.0,0.6
운송업,육상운송,767286.0,0.1,454497.0,59.2
운송업,항공운송,767286.0,0.1,81630.0,10.6
