대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.65476241E8,26.5,1369105.0,0.5
쇼핑업,대형쇼핑몰,2.65476241E8,26.5,1.80141127E8,67.9
쇼핑업,레저용품쇼핑,2.65476241E8,26.5,8.3966008E7,31.6
숙박업,기타숙박,4.6267118E7,4.6,3.1507475E7,68.1
숙박업,캠핑장/펜션,4.6267118E7,4.6,1168330.0,2.5
숙박업,콘도,4.6267118E7,4.6,1.0441961E7,22.6
숙박업,호텔,4.6267118E7,4.6,3149351.0,6.8
식음료업,식음료,6.01975116E8,60.1,6.01975116E8,100.0
여가서비스업,골프장,8.7553694E7,8.7,7.3167932E7,83.6
여가서비스업,관광유원시설,8.7553694E7,8.7,1804425.0,2.1
여가서비스업,기타레저,8.7553694E7,8.7,7789175.0,8.9
여가서비스업,문화서비스,8.7553694E7,8.7,4792162.0,5.5
여행업,여행업,53937.0,0.0,53937.0,100.0
운송업,렌터카,718309.0,0.1,243385.0,33.9
운송업,수상운송,718309.0,0.1,429264.0,59.8
운송업,육상운송,718309.0,0.1,45660.0,6.4
