대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.29407813E8,20.5,2992757.0,1.3
쇼핑업,대형쇼핑몰,2.29407813E8,20.5,1.17299107E8,51.1
쇼핑업,레저용품쇼핑,2.29407813E8,20.5,1.09115948E8,47.6
숙박업,기타숙박,5.8903398E7,5.3,3.2885296E7,55.8
숙박업,캠핑장/펜션,5.8903398E7,5.3,1171654.0,2.0
숙박업,콘도,5.8903398E7,5.3,1.0226433E7,17.4
숙박업,호텔,5.8903398E7,5.3,1.4620015E7,24.8
식음료업,식음료,6.32947275E8,56.7,6.32947275E8,100.0
여가서비스업,골프장,1.94499914E8,17.4,1.72150063E8,88.5
여가서비스업,관광유원시설,1.94499914E8,17.4,3552822.0,1.8
여가서비스업,기타레저,1.94499914E8,17.4,1.121206E7,5.8
여가서비스업,문화서비스,1.94499914E8,17.4,7584968.0,3.9
여행업,여행업,299035.0,0.0,299035.0,100.0
운송업,렌터카,997689.0,0.1,688225.0,69.0
운송업,수상운송,997689.0,0.1,268219.0,26.9
운송업,육상운송,997689.0,0.1,41245.0,4.1
