기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
광산구,1.76290123E8,21.4
남구,5.9607866E7,7.2
동구,1.29407715E8,15.7
북구,1.24705489E8,15.1
서구,3.34897771E8,40.6
