대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,9.48235996E8,42.1,1422799.0,0.2
쇼핑업,대형쇼핑몰,9.48235996E8,42.1,4.68019815E8,49.4
쇼핑업,레저용품쇼핑,9.48235996E8,42.1,1.25549143E8,13.2
쇼핑업,면세점,9.48235996E8,42.1,3.53244239E8,37.3
숙박업,기타숙박,6.8807408E7,3.1,4.3972232E7,63.9
숙박업,캠핑장/펜션,6.8807408E7,3.1,247021.0,0.4
숙박업,호텔,6.8807408E7,3.1,2.4588156E7,35.7
식음료업,식음료,1.094517815E9,48.6,1.094517815E9,100.0
여가서비스업,골프장,1.07499747E8,4.8,5.1086543E7,47.5
여가서비스업,관광유원시설,1.07499747E8,4.8,1941696.0,1.8
여가서비스업,기타레저,1.07499747E8,4.8,3.4834173E7,32.4
여가서비스업,문화서비스,1.07499747E8,4.8,1.9636966E7,18.3
여가서비스업,카지노,1.07499747E8,4.8,368.0,0.0
여행업,여행업,700591.0,0.0,700591.0,100.0
운송업,렌터카,3.239179E7,1.4,822185.0,2.5
운송업,수상운송,3.239179E7,1.4,1.2001272E7,37.1
운송업,육상운송,3.239179E7,1.4,954787.0,2.9
운송업,항공운송,3.239179E7,1.4,1.8613546E7,57.5
