기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강진군,1.3576968E7,1.5
고흥군,1.2880513E7,1.4
곡성군,1.7489864E7,2.0
광양시,5.0808681E7,5.7
구례군,9903941.0,1.1
나주시,5.2000643E7,5.8
담양군,4.9449447E7,5.5
목포시,1.14001369E8,12.7
무안군,7.2322385E7,8.1
보성군,1.6168842E7,1.8
순천시,1.13462065E8,12.7
신안군,8598448.0,1.0
여수시,1.78574458E8,19.9
영광군,1.829632E7,2.0
영암군,2.742165E7,3.1
완도군,1.0762866E7,1.2
장성군,2.2038961E7,2.5
장흥군,1.3697714E7,1.5
진도군,1.8373182E7,2.1
함평군,1.4831909E7,1.7
해남군,2.3744801E7,2.7
화순군,3.7267954E7,4.2
