대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.63738651E8,18.3,2327074.0,1.4
쇼핑업,대형쇼핑몰,1.63738651E8,18.3,8.8557187E7,54.1
쇼핑업,레저용품쇼핑,1.63738651E8,18.3,7.2846936E7,44.5
쇼핑업,면세점,1.63738651E8,18.3,7454.0,0.0
숙박업,기타숙박,6.7209639E7,7.5,4.9705892E7,74.0
숙박업,캠핑장/펜션,6.7209639E7,7.5,758493.0,1.1
숙박업,콘도,6.7209639E7,7.5,1.1811648E7,17.6
숙박업,호텔,6.7209639E7,7.5,4933606.0,7.3
식음료업,식음료,5.03587608E8,56.2,5.03587608E8,100.0
여가서비스업,골프장,1.59238298E8,17.8,1.273124E8,80.0
여가서비스업,관광유원시설,1.59238298E8,17.8,1.599338E7,10.0
여가서비스업,기타레저,1.59238298E8,17.8,6418737.0,4.0
여가서비스업,문화서비스,1.59238298E8,17.8,9513782.0,6.0
여행업,여행업,587006.0,0.1,587006.0,100.0
운송업,렌터카,1311780.0,0.1,549831.0,41.9
운송업,수상운송,1311780.0,0.1,557026.0,42.5
운송업,육상운송,1311780.0,0.1,73793.0,5.6
운송업,항공운송,1311780.0,0.1,131129.0,10.0
