대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,6.18952514E8,44.9,1264990.0,0.2
쇼핑업,대형쇼핑몰,6.18952514E8,44.9,5.31780211E8,85.9
쇼핑업,레저용품쇼핑,6.18952514E8,44.9,8.5614426E7,13.8
쇼핑업,면세점,6.18952514E8,44.9,292887.0,0.0
숙박업,기타숙박,2.9439542E7,2.1,2.0759722E7,70.5
숙박업,캠핑장/펜션,2.9439542E7,2.1,19450.0,0.1
숙박업,콘도,2.9439542E7,2.1,1714.0,0.0
숙박업,호텔,2.9439542E7,2.1,8658656.0,29.4
식음료업,식음료,6.82096873E8,49.5,6.82096873E8,100.0
여가서비스업,골프장,4.5599442E7,3.3,2.0995337E7,46.0
여가서비스업,관광유원시설,4.5599442E7,3.3,2630367.0,5.8
여가서비스업,기타레저,4.5599442E7,3.3,1.6035354E7,35.2
여가서비스업,문화서비스,4.5599442E7,3.3,5937208.0,13.0
여가서비스업,스키장,4.5599442E7,3.3,1177.0,0.0
여행업,여행업,222944.0,0.0,222944.0,100.0
운송업,렌터카,1106198.0,0.1,644909.0,58.3
운송업,육상운송,1106198.0,0.1,5959.0,0.5
운송업,항공운송,1106198.0,0.1,455330.0,41.2
