대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.33100323E8,22.6,2242972.0,1.0
쇼핑업,대형쇼핑몰,2.33100323E8,22.6,1.19874918E8,51.4
쇼핑업,레저용품쇼핑,2.33100323E8,22.6,1.10982433E8,47.6
숙박업,기타숙박,4.7932483E7,4.6,2.9233798E7,61.0
숙박업,캠핑장/펜션,4.7932483E7,4.6,833023.0,1.7
숙박업,콘도,4.7932483E7,4.6,7863989.0,16.4
숙박업,호텔,4.7932483E7,4.6,1.0001673E7,20.9
식음료업,식음료,5.93601247E8,57.6,5.93601247E8,100.0
여가서비스업,골프장,1.55302356E8,15.1,1.38076634E8,88.9
여가서비스업,관광유원시설,1.55302356E8,15.1,2063904.0,1.3
여가서비스업,기타레저,1.55302356E8,15.1,9440247.0,6.1
여가서비스업,문화서비스,1.55302356E8,15.1,5721572.0,3.7
여행업,여행업,232684.0,0.0,232684.0,100.0
운송업,렌터카,834607.0,0.1,471079.0,56.4
운송업,수상운송,834607.0,0.1,208732.0,25.0
운송업,육상운송,834607.0,0.1,154796.0,18.5
