대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.61094511E9,28.2,1.4762964E7,0.4
쇼핑업,대형쇼핑몰,3.61094511E9,28.2,2.914893398E9,80.7
쇼핑업,레저용품쇼핑,3.61094511E9,28.2,5.66655491E8,15.7
쇼핑업,면세점,3.61094511E9,28.2,1.14633256E8,3.2
숙박업,기타숙박,4.26380746E8,3.3,1.61698533E8,37.9
숙박업,캠핑장/펜션,4.26380746E8,3.3,19671.0,0.0
숙박업,콘도,4.26380746E8,3.3,2785065.0,0.7
숙박업,호텔,4.26380746E8,3.3,2.61877478E8,61.4
식음료업,식음료,6.998711691E9,54.6,6.998711691E9,100.0
여가서비스업,골프장,5.32323878E8,4.2,7.0118648E7,13.2
여가서비스업,관광유원시설,5.32323878E8,4.2,3.6128586E7,6.8
여가서비스업,기타레저,5.32323878E8,4.2,1.60337033E8,30.1
여가서비스업,문화서비스,5.32323878E8,4.2,2.62697117E8,49.3
여가서비스업,스키장,5.32323878E8,4.2,3042494.0,0.6
여행업,여행업,1.99421476E8,1.6,1.99421476E8,100.0
운송업,렌터카,1.048108051E9,8.2,1.7801772E7,1.7
운송업,수상운송,1.048108051E9,8.2,3.7769955E7,3.6
운송업,육상운송,1.048108051E9,8.2,4.60775468E8,44.0
운송업,항공운송,1.048108051E9,8.2,5.31760856E8,50.7
