대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.16391588E8,27.1,1519298.0,0.5
쇼핑업,대형쇼핑몰,3.16391588E8,27.1,2.14111176E8,67.7
쇼핑업,레저용품쇼핑,3.16391588E8,27.1,1.00761115E8,31.8
숙박업,기타숙박,5.4543677E7,4.7,3.6877587E7,67.6
숙박업,캠핑장/펜션,5.4543677E7,4.7,490545.0,0.9
숙박업,콘도,5.4543677E7,4.7,1.0804266E7,19.8
숙박업,호텔,5.4543677E7,4.7,6371279.0,11.7
식음료업,식음료,7.13122472E8,61.1,7.13122472E8,100.0
여가서비스업,골프장,8.1244539E7,7.0,5.1404623E7,63.3
여가서비스업,관광유원시설,8.1244539E7,7.0,1496926.0,1.8
여가서비스업,기타레저,8.1244539E7,7.0,2.0039752E7,24.7
여가서비스업,문화서비스,8.1244539E7,7.0,8303237.0,10.2
여행업,여행업,734487.0,0.1,734487.0,100.0
운송업,렌터카,1109773.0,0.1,225867.0,20.4
운송업,수상운송,1109773.0,0.1,517333.0,46.6
운송업,육상운송,1109773.0,0.1,55607.0,5.0
운송업,항공운송,1109773.0,0.1,310966.0,28.0
