대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.900022122E9,33.8,7552253.0,0.4
쇼핑업,대형쇼핑몰,1.900022122E9,33.8,1.621085213E9,85.3
쇼핑업,레저용품쇼핑,1.900022122E9,33.8,2.54623638E8,13.4
쇼핑업,면세점,1.900022122E9,33.8,1.6761018E7,0.9
숙박업,기타숙박,2.07692525E8,3.7,6.4344097E7,31.0
숙박업,캠핑장/펜션,2.07692525E8,3.7,24304.0,0.0
숙박업,콘도,2.07692525E8,3.7,663035.0,0.3
숙박업,호텔,2.07692525E8,3.7,1.4266109E8,68.7
식음료업,식음료,2.922546827E9,52.0,2.922546827E9,100.0
여가서비스업,골프장,2.00251082E8,3.6,6.5161378E7,32.5
여가서비스업,관광유원시설,2.00251082E8,3.6,1.918461E7,9.6
여가서비스업,기타레저,2.00251082E8,3.6,3.1668899E7,15.8
여가서비스업,문화서비스,2.00251082E8,3.6,8.3037507E7,41.5
여가서비스업,스키장,2.00251082E8,3.6,1198688.0,0.6
여행업,여행업,1.4088209E7,0.3,1.4088209E7,100.0
운송업,렌터카,3.80184912E8,6.8,3695653.0,1.0
운송업,수상운송,3.80184912E8,6.8,3.844254E7,10.1
운송업,육상운송,3.80184912E8,6.8,1.57698433E8,41.5
운송업,항공운송,3.80184912E8,6.8,1.80348286E8,47.4
