대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.1536730002E10,31.7,5.9307969E7,0.5
쇼핑업,대형쇼핑몰,1.1536730002E10,31.7,8.911579257E9,77.2
쇼핑업,레저용품쇼핑,1.1536730002E10,31.7,2.149983557E9,18.6
쇼핑업,면세점,1.1536730002E10,31.7,4.15859219E8,3.6
숙박업,기타숙박,1.335117526E9,3.7,7.14055909E8,53.5
숙박업,캠핑장/펜션,1.335117526E9,3.7,6920931.0,0.5
숙박업,콘도,1.335117526E9,3.7,1.714185E8,12.8
숙박업,호텔,1.335117526E9,3.7,4.42722185E8,33.2
식음료업,식음료,1.9761913916E10,54.3,1.9761913916E10,100.0
여가서비스업,골프장,2.414684811E9,6.6,1.546973159E9,64.1
여가서비스업,관광유원시설,2.414684811E9,6.6,9.2925216E7,3.8
여가서비스업,기타레저,2.414684811E9,6.6,3.80763571E8,15.8
여가서비스업,문화서비스,2.414684811E9,6.6,3.76836006E8,15.6
여가서비스업,스키장,2.414684811E9,6.6,1.7186859E7,0.7
여가서비스업,카지노,2.414684811E9,6.6,0.0,0.0
여행업,여행업,9.9659827E7,0.3,9.9659827E7,100.0
운송업,렌터카,1.231666096E9,3.4,7.0729236E7,5.7
운송업,수상운송,1.231666096E9,3.4,5.3759123E7,4.4
운송업,육상운송,1.231666096E9,3.4,7.04689324E8,57.2
운송업,항공운송,1.231666096E9,3.4,4.02488413E8,32.7
