광역지자체 명,기초지자체 명,광역지자체 지출액,광역지자체 지출액 비율,기초지자체 지출액,기초지자체 지출액 비율
강원도,강릉시,1.15744832E9,3.2,1.93350590575E11,16.7
강원도,고성군,1.15744832E9,3.2,4.0141312361E10,3.5
강원도,동해시,1.15744832E9,3.2,4.3124421766E10,3.7
강원도,삼척시,1.15744832E9,3.2,5.023731165E10,4.3
강원도,속초시,1.15744832E9,3.2,1.53775976415E11,13.3
강원도,양구군,1.15744832E9,3.2,6.449684553E9,0.6
강원도,양양군,1.15744832E9,3.2,4.6018441153E10,4.0
강원도,영월군,1.15744832E9,3.2,1.282328774E10,1.1
강원도,원주시,1.15744832E9,3.2,1.49185495548E11,12.9
강원도,인제군,1.15744832E9,3.2,2.3174765839E10,2.0
강원도,정선군,1.15744832E9,3.2,3.1975993304E10,2.8
강원도,철원군,1.15744832E9,3.2,1.6009177805E10,1.4
강원도,춘천시,1.15744832E9,3.2,1.64952702716E11,14.3
강원도,태백시,1.15744832E9,3.2,2.1697454373E10,1.9
강원도,평창군,1.15744832E9,3.2,7.5608228416E10,6.5
강원도,홍천군,1.15744832E9,3.2,8.4029530152E10,7.3
강원도,화천군,1.15744832E9,3.2,9.262346904E9,0.8
강원도,횡성군,1.15744832E9,3.2,3.5631598991E10,3.1
경기도,가평군,8.499029342E9,23.4,9.2133181339E10,1.1
경기도,고양시 덕양구,8.499029342E9,23.4,2.84993757211E11,3.4
경기도,고양시 일산동구,8.499029342E9,23.4,2.82372130474E11,3.3
경기도,고양시 일산서구,8.499029342E9,23.4,1.97761319113E11,2.3
경기도,과천시,8.499029342E9,23.4,3.6078390591E10,0.4
경기도,광명시,8.499029342E9,23.4,1.62429924616E11,1.9
경기도,광주시,8.499029342E9,23.4,1.68688917741E11,2.0
경기도,구리시,8.499029342E9,23.4,1.32713983788E11,1.6
경기도,군포시,8.499029342E9,23.4,1.04376018788E11,1.2
경기도,김포시,8.499029342E9,23.4,2.95779928425E11,3.5
경기도,남양주시,8.499029342E9,23.4,2.42544429895E11,2.9
경기도,동두천시,8.499029342E9,23.4,3.2312413013E10,0.4
경기도,부천시,8.499029342E9,23.4,2.72008118949E11,3.2
경기도,성남시 분당구,8.499029342E9,23.4,6.68624489299E11,7.9
경기도,성남시 수정구,8.499029342E9,23.4,1.42228189586E11,1.7
경기도,성남시 중원구,8.499029342E9,23.4,9.8615546553E10,1.2
경기도,수원시 권선구,8.499029342E9,23.4,1.97758374408E11,2.3
경기도,수원시 영통구,8.499029342E9,23.4,2.43742575334E11,2.9
경기도,수원시 장안구,8.499029342E9,23.4,1.02005075434E11,1.2
경기도,수원시 팔달구,8.499029342E9,23.4,4.18470468041E11,4.9
경기도,시흥시,8.499029342E9,23.4,2.77775599728E11,3.3
경기도,안산시 단원구,8.499029342E9,23.4,2.86362047278E11,3.4
경기도,안산시 상록구,8.499029342E9,23.4,1.36443553471E11,1.6
경기도,안성시,8.499029342E9,23.4,1.30234114243E11,1.5
경기도,안양시 동안구,8.499029342E9,23.4,3.02709193057E11,3.6
경기도,안양시 만안구,8.499029342E9,23.4,1.05215478607E11,1.2
경기도,양주시,8.499029342E9,23.4,9.8225165093E10,1.2
경기도,양평군,8.499029342E9,23.4,7.9669308832E10,0.9
경기도,여주시,8.499029342E9,23.4,2.71052427299E11,3.2
경기도,연천군,8.499029342E9,23.4,1.8463584772E10,0.2
경기도,오산시,8.499029342E9,23.4,1.11927463597E11,1.3
경기도,용인시 기흥구,8.499029342E9,23.4,2.96747609005E11,3.5
경기도,용인시 수지구,8.499029342E9,23.4,2.07308910248E11,2.4
경기도,용인시 처인구,8.499029342E9,23.4,2.06576202892E11,2.4
경기도,의왕시,8.499029342E9,23.4,8.0958295818E10,1.0
경기도,의정부시,8.499029342E9,23.4,1.9963921575E11,2.3
경기도,이천시,8.499029342E9,23.4,2.1924290118E11,2.6
경기도,파주시,8.499029342E9,23.4,2.97664025206E11,3.5
경기도,평택시,8.499029342E9,23.4,2.18626789931E11,2.6
경기도,포천시,8.499029342E9,23.4,1.33530929436E11,1.6
경기도,하남시,8.499029342E9,23.4,2.87711861748E11,3.4
경기도,화성시,8.499029342E9,23.4,3.57307432271E11,4.2
경상남도,거제시,1.424845144E9,3.9,9.475339794E10,6.7
경상남도,거창군,1.424845144E9,3.9,1.2024746645E10,0.8
경상남도,고성군,1.424845144E9,3.9,2.0704168576E10,1.5
경상남도,김해시,1.424845144E9,3.9,1.99309045082E11,14.0
경상남도,남해군,1.424845144E9,3.9,2.6917054815E10,1.9
경상남도,밀양시,1.424845144E9,3.9,3.0371613289E10,2.1
경상남도,사천시,1.424845144E9,3.9,6.0615014995E10,4.3
경상남도,산청군,1.424845144E9,3.9,1.1202385515E10,0.8
경상남도,양산시,1.424845144E9,3.9,1.48936853288E11,10.5
경상남도,의령군,1.424845144E9,3.9,6.602890672E9,0.5
경상남도,진주시,1.424845144E9,3.9,1.11315549406E11,7.8
경상남도,창녕군,1.424845144E9,3.9,2.5017396787E10,1.8
