대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.29650251E8,26.0,1475128.0,0.6
쇼핑업,대형쇼핑몰,2.29650251E8,26.0,1.53105115E8,66.7
쇼핑업,레저용품쇼핑,2.29650251E8,26.0,7.5000994E7,32.7
쇼핑업,면세점,2.29650251E8,26.0,69014.0,0.0
숙박업,기타숙박,2.6912262E7,3.0,2.0358565E7,75.6
숙박업,캠핑장/펜션,2.6912262E7,3.0,176792.0,0.7
숙박업,콘도,2.6912262E7,3.0,4725427.0,17.6
숙박업,호텔,2.6912262E7,3.0,1651477.0,6.1
식음료업,식음료,4.92548749E8,55.7,4.92548749E8,100.0
여가서비스업,골프장,1.34072439E8,15.2,1.19981583E8,89.5
여가서비스업,관광유원시설,1.34072439E8,15.2,2069879.0,1.5
여가서비스업,기타레저,1.34072439E8,15.2,7324643.0,5.5
여가서비스업,문화서비스,1.34072439E8,15.2,4696334.0,3.5
여행업,여행업,132800.0,0.0,132800.0,100.0
운송업,렌터카,1570628.0,0.2,258385.0,16.5
운송업,수상운송,1570628.0,0.2,375371.0,23.9
운송업,육상운송,1570628.0,0.2,8220.0,0.5
운송업,항공운송,1570628.0,0.2,928652.0,59.1
