대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.299236405E9,36.7,8923375.0,0.3
쇼핑업,대형쇼핑몰,3.299236405E9,36.7,2.799118241E9,84.8
쇼핑업,레저용품쇼핑,3.299236405E9,36.7,4.91055985E8,14.9
쇼핑업,면세점,3.299236405E9,36.7,138804.0,0.0
숙박업,기타숙박,1.97443187E8,2.2,1.7052319E8,86.4
숙박업,캠핑장/펜션,1.97443187E8,2.2,624016.0,0.3
숙박업,콘도,1.97443187E8,2.2,7576587.0,3.8
숙박업,호텔,1.97443187E8,2.2,1.8719395E7,9.5
식음료업,식음료,4.649790244E9,51.7,4.649790244E9,100.0
여가서비스업,골프장,8.14024676E8,9.1,4.85820336E8,59.7
여가서비스업,관광유원시설,8.14024676E8,9.1,1.9292704E7,2.4
여가서비스업,기타레저,8.14024676E8,9.1,1.77211704E8,21.8
여가서비스업,문화서비스,8.14024676E8,9.1,1.20538318E8,14.8
여가서비스업,스키장,8.14024676E8,9.1,1.1161614E7,1.4
여행업,여행업,3163277.0,0.0,3163277.0,100.0
운송업,렌터카,2.8623338E7,0.3,1.3894695E7,48.5
운송업,수상운송,2.8623338E7,0.3,704318.0,2.5
운송업,육상운송,2.8623338E7,0.3,1.4024325E7,49.0
