대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.39381492E8,29.5,1.3635831E7,5.7
쇼핑업,대형쇼핑몰,2.39381492E8,29.5,2.6306429E7,11.0
쇼핑업,레저용품쇼핑,2.39381492E8,29.5,4.847766E7,20.3
쇼핑업,면세점,2.39381492E8,29.5,1.50961572E8,63.1
숙박업,기타숙박,9.9518741E7,12.3,3.1912896E7,32.1
숙박업,캠핑장/펜션,9.9518741E7,12.3,497033.0,0.5
숙박업,콘도,9.9518741E7,12.3,2.9984638E7,30.1
숙박업,호텔,9.9518741E7,12.3,3.7124174E7,37.3
식음료업,식음료,3.52986395E8,43.5,3.52986395E8,100.0
여가서비스업,골프장,7.5577034E7,9.3,5.7481113E7,76.1
여가서비스업,관광유원시설,7.5577034E7,9.3,5593705.0,7.4
여가서비스업,기타레저,7.5577034E7,9.3,4203924.0,5.6
여가서비스업,문화서비스,7.5577034E7,9.3,8298292.0,11.0
여행업,여행업,2247883.0,0.3,2247883.0,100.0
운송업,렌터카,4.1872604E7,5.2,2.2828705E7,54.5
운송업,수상운송,4.1872604E7,5.2,2229374.0,5.3
운송업,육상운송,4.1872604E7,5.2,117102.0,0.3
운송업,항공운송,4.1872604E7,5.2,1.6697423E7,39.9
