대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.68875826E8,21.9,2765016.0,1.0
쇼핑업,대형쇼핑몰,2.68875826E8,21.9,1.36560266E8,50.8
쇼핑업,레저용품쇼핑,2.68875826E8,21.9,1.29550543E8,48.2
숙박업,기타숙박,6.7129943E7,5.5,3.7369561E7,55.7
숙박업,캠핑장/펜션,6.7129943E7,5.5,530429.0,0.8
숙박업,콘도,6.7129943E7,5.5,1.3976581E7,20.8
숙박업,호텔,6.7129943E7,5.5,1.5253372E7,22.7
식음료업,식음료,7.22827815E8,58.9,7.22827815E8,100.0
여가서비스업,골프장,1.65770369E8,13.5,1.25694921E8,75.8
여가서비스업,관광유원시설,1.65770369E8,13.5,3879502.0,2.3
여가서비스업,기타레저,1.65770369E8,13.5,2.4633892E7,14.9
여가서비스업,문화서비스,1.65770369E8,13.5,1.1562054E7,7.0
여행업,여행업,332151.0,0.0,332151.0,100.0
운송업,렌터카,1636873.0,0.1,581352.0,35.5
운송업,수상운송,1636873.0,0.1,707529.0,43.2
운송업,육상운송,1636873.0,0.1,347993.0,21.3
