기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강화군,4.7028591E7,2.1
계양구,1.39797666E8,6.1
남동구,3.33444929E8,14.6
동구,6.1918884E7,2.7
미추홀구,2.7718555E8,12.2
부평구,2.68183248E8,11.8
서구,2.04581516E8,9.0
연수구,2.96407049E8,13.0
옹진군,1.2764751E7,0.6
중구,6.36345538E8,27.9
