대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,6.87819526E8,47.9,1211764.0,0.2
쇼핑업,대형쇼핑몰,6.87819526E8,47.9,6.00931747E8,87.4
쇼핑업,레저용품쇼핑,6.87819526E8,47.9,8.5667555E7,12.5
쇼핑업,면세점,6.87819526E8,47.9,8460.0,0.0
숙박업,기타숙박,2.9758701E7,2.1,2.1849015E7,73.4
숙박업,캠핑장/펜션,2.9758701E7,2.1,21739.0,0.1
숙박업,콘도,2.9758701E7,2.1,2860.0,0.0
숙박업,호텔,2.9758701E7,2.1,7885087.0,26.5
식음료업,식음료,6.67554451E8,46.5,6.67554451E8,100.0
여가서비스업,골프장,4.9207302E7,3.4,2.501355E7,50.8
여가서비스업,관광유원시설,4.9207302E7,3.4,2802000.0,5.7
여가서비스업,기타레저,4.9207302E7,3.4,1.5468289E7,31.4
여가서비스업,문화서비스,4.9207302E7,3.4,5923413.0,12.0
여가서비스업,스키장,4.9207302E7,3.4,50.0,0.0
여행업,여행업,101653.0,0.0,101653.0,100.0
운송업,렌터카,1301684.0,0.1,776974.0,59.7
운송업,육상운송,1301684.0,0.1,8350.0,0.6
운송업,항공운송,1301684.0,0.1,516360.0,39.7
