대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.56749124E9,27.9,1.521252E7,0.4
쇼핑업,대형쇼핑몰,3.56749124E9,27.9,2.888205557E9,81.0
쇼핑업,레저용품쇼핑,3.56749124E9,27.9,5.52142413E8,15.5
쇼핑업,면세점,3.56749124E9,27.9,1.11930751E8,3.1
숙박업,기타숙박,4.3422783E8,3.4,1.57218825E8,36.2
숙박업,캠핑장/펜션,4.3422783E8,3.4,14463.0,0.0
숙박업,콘도,4.3422783E8,3.4,2151873.0,0.5
숙박업,호텔,4.3422783E8,3.4,2.74842669E8,63.3
식음료업,식음료,7.045303058E9,55.0,7.045303058E9,100.0
여가서비스업,골프장,5.52460355E8,4.3,7.4415586E7,13.5
여가서비스업,관광유원시설,5.52460355E8,4.3,3.6015678E7,6.5
여가서비스업,기타레저,5.52460355E8,4.3,1.70361983E8,30.8
여가서비스업,문화서비스,5.52460355E8,4.3,2.68365719E8,48.6
여가서비스업,스키장,5.52460355E8,4.3,3301389.0,0.6
여행업,여행업,1.85072737E8,1.4,1.85072737E8,100.0
운송업,렌터카,1.017569687E9,7.9,1.6677397E7,1.6
운송업,수상운송,1.017569687E9,7.9,4.1997478E7,4.1
운송업,육상운송,1.017569687E9,7.9,4.32332731E8,42.5
운송업,항공운송,1.017569687E9,7.9,5.26562081E8,51.7
