대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.75216925E8,26.3,2757126.0,0.7
쇼핑업,대형쇼핑몰,3.75216925E8,26.3,2.5099106E8,66.9
쇼핑업,레저용품쇼핑,3.75216925E8,26.3,1.21459519E8,32.4
쇼핑업,면세점,3.75216925E8,26.3,9219.0,0.0
숙박업,기타숙박,6.2300663E7,4.4,4.3253257E7,69.4
숙박업,캠핑장/펜션,6.2300663E7,4.4,714752.0,1.1
숙박업,콘도,6.2300663E7,4.4,1.2213874E7,19.6
숙박업,호텔,6.2300663E7,4.4,6118780.0,9.8
식음료업,식음료,8.22861061E8,57.8,8.22861061E8,100.0
여가서비스업,골프장,1.62255363E8,11.4,1.29647972E8,79.9
여가서비스업,관광유원시설,1.62255363E8,11.4,2671753.0,1.6
여가서비스업,기타레저,1.62255363E8,11.4,1.9319575E7,11.9
여가서비스업,문화서비스,1.62255363E8,11.4,1.0616063E7,6.5
여행업,여행업,455368.0,0.0,455368.0,100.0
운송업,렌터카,1755764.0,0.1,431283.0,24.6
운송업,수상운송,1755764.0,0.1,1146676.0,65.3
운송업,육상운송,1755764.0,0.1,171397.0,9.8
운송업,항공운송,1755764.0,0.1,6408.0,0.4
